;palabra;segmentacion
1908;falingetukefuymi;['fali', 'nge', 'tu', 'ke', 'fu', 'ymi']
1909;falikefuymi;['fali', 'ke', 'fu', 'ymi']
1910;yepatuymi;['ye', 'pa', 'tu', 'ymi']
1911;ngoymangeymi;['ngoyma', 'nge', 'ymi']
1912;ngürüfniengeymi;['ngürüf', 'nie', 'nge', 'ymi']
1913;laymi;['la', 'ymi']
1914;kimpaymi;['kim', 'pa', 'ymi']
1915;weñeymi;['weñe', 'ymi']
1916;putuymi;['putu', 'ymi']
1917;yenietuymi;['ye', 'nie', 'tu', 'ymi']
1918;yekafemputuymi;['ye', 'ka', 'fem', 'pu', 'tu', 'ymi']
1919;tremymi;['trem', 'ymi']
1920;küdawmeymi;['küdaw', 'me', 'ymi']
1921;dullipaymi;['dulli', 'pa', 'ymi']
1922;wedañmaleymi;['weda', 'ñma', 'le', 'ymi']
1923;ngolliymi;['ngolli', 'ymi']
1924;kamapuleymi;['kamapu', 'le', 'ymi']
1925;punengekefuymi;['pune', 'nge', 'ke', 'fu', 'ymi']
1926;cheleaymi;['che', 'le', 'a', 'ymi']
1927;puraaymi;['pura', 'a', 'ymi']
1928;chumleymi;['chum', 'le', 'ymi']
1929;pekankamekeymi;['pekanka', 'meke', 'ymi']
1930;piafuymi;['pi', 'a', 'fu', 'ymi']
1931;ngolliyawymi;['ngolli', 'yaw', 'ymi']
1932;niengekeymi;['nie', 'nge', 'ke', 'ymi']
1933;niekeymi;['nie', 'ke', 'ymi']
1934;entucheymi;['entu', 'che', 'ymi']
1935;chemngeymi;['chem', 'nge', 'ymi']
1936;amulkeymi;['amu', 'l', 'ke', 'ymi']
1937;chengerkeymi;['che', 'nge', 'rke', 'ymi']
1938;chengeymi;['che', 'nge', 'ymi']
1939;tripaymi;['tripa', 'ymi']
1940;eluñmangeymi;['elu', 'ñma', 'nge', 'ymi']
1941;chemaymi;['chem', 'a', 'ymi']
1942;chemkerkeymi;['chem', 'ke', 'rke', 'ymi']
1943;relkerkeymi;['rel', 'ke', 'rke', 'ymi']
1944;langümngeymi;['langüm', 'nge', 'ymi']
1945;elmekefuymi;['el', 'me', 'ke', 'fu', 'ymi']
1946;ipayaymi;['i', 'pa', 'ya', 'ymi']
1947;yekefuymi;['ye', 'ke', 'fu', 'ymi']
1948;misawkefuymi;['misaw', 'ke', 'fu', 'ymi']
1949;akuñmakeymi;['aku', 'ñma', 'ke', 'ymi']
1950;yepaymi;['ye', 'pa', 'ymi']
1951;akuñmaymi;['aku', 'ñma', 'ymi']
1952;yengepaymi;['ye', 'nge', 'pa', 'ymi']
1953;wulymi;['wul', 'ymi']
1954;konpuymi;['kon', 'pu', 'ymi']
1955;ramtuymi;['ramtu', 'ymi']
1956;aftukuymi;['af', 'tuku', 'ymi']
1957;antüymi;['antü', 'ymi']
1958;rungalngeymi;['rungal', 'nge', 'ymi']
1959;puwleymi;['puw', 'le', 'ymi']
1960;niefuymi;['nie', 'fu', 'ymi']
1961;entungeaymi;['entu', 'nge', 'a', 'ymi']
1962;tungeaymi;['tu', 'nge', 'a', 'ymi']
1963;tukukaymi;['tuku', 'ka', 'ymi']
1964;katrungekefuymi;['katru', 'nge', 'ke', 'fu', 'ymi']
1965;wallpachemngekefuymi;['wall', 'pa', 'chem', 'nge', 'ke', 'fu', 'ymi']
1966;nakümngeaymi;['naküm', 'nge', 'a', 'ymi']
1967;chokunumekeymi;['cho', 'kunu', 'meke', 'ymi']
1968;nawfemkefuymi;['naw', 'fem', 'ke', 'fu', 'ymi']
1969;kimfuymi;['kim', 'fu', 'ymi']
1970;lladkymi;['lladk', 'ymi']
1971;lladküngeymi;['lladkü', 'nge', 'ymi']
1972;konaymi;['kon', 'a', 'ymi']
1973;ipuymi;['i', 'pu', 'ymi']
1974;duamküleaymi;['duam', 'küle', 'a', 'ymi']
1975;dewmakeaymi;['dewma', 'ke', 'a', 'ymi']
1976;apoymi;['apo', 'ymi']
1977;pepikakefuymi;['pepi', 'ka', 'ke', 'fu', 'ymi']
1978;ngillatumekeymi;['ngillatu', 'meke', 'ymi']
1979;punengeaymi;['pune', 'nge', 'a', 'ymi']
1980;cheaymi;['che', 'a', 'ymi']
1981;kütrankuleymi;['kütranku', 'le', 'ymi']
1982;sacakefuymi;['saca', 'ke', 'fu', 'ymi']
1983;llellipukefuymi;['llellipu', 'ke', 'fu', 'ymi']
1984;weftuaymi;['wef', 'tu', 'a', 'ymi']
1985;tremoymi;['tremo', 'ymi']
1986;llellipuaymi;['llellipu', 'a', 'ymi']
1987;künuymi;['künu', 'ymi']
1988;entufemaymi;['entu', 'fem', 'a', 'ymi']
1989;utrukunungeymi;['utru', 'kunu', 'nge', 'ymi']
1990;utrukunungeaymi;['utru', 'kunu', 'nge', 'a', 'ymi']
1991;apoleymi;['apo', 'le', 'ymi']
1992;ngankeymi;['ngan', 'ke', 'ymi']
1993;apoaymi;['apo', 'a', 'ymi']
1994;widpuleymi;['widpu', 'le', 'ymi']
1995;relkunukeymi;['rel', 'kunu', 'ke', 'ymi']
1996;antülekeymi;['antü', 'le', 'ke', 'ymi']
1997;chumymi;['chum', 'ymi']
1998;apoleaymi;['apo', 'le', 'a', 'ymi']
1999;apopaymi;['apo', 'pa', 'ymi']
2000;mañumeymi;['mañum', 'e', 'ymi']
2001;ngoymatukeymi;['ngoyma', 'tu', 'ke', 'ymi']
2002;kimchefeymi;['kim', 'che', 'fe', 'ymi']
2003;mülefuymi;['müle', 'fu', 'ymi']
2004;ngillaymi;['ngilla', 'ymi']
2005;mülepaymi;['müle', 'pa', 'ymi']
2006;yepuymi;['ye', 'pu', 'ymi']
2007;purrukeymi;['purru', 'ke', 'ymi']
2008;purruymi;['purru', 'ymi']
2009;antüngekefuymi;['antü', 'nge', 'ke', 'fu', 'ymi']
2010;kimelngekeymi;['kimel', 'nge', 'ke', 'ymi']
2011;pedingekefuymi;['pedi', 'nge', 'ke', 'fu', 'ymi']
2012;pedikefuymi;['pedi', 'ke', 'fu', 'ymi']
2013;kangeymi;['ka', 'nge', 'ymi']
2014;weñengekefuymi;['weñe', 'nge', 'ke', 'fu', 'ymi']
2015;kimelngekefuymi;['kimel', 'nge', 'ke', 'fu', 'ymi']
2016;weñengepaymi;['weñe', 'nge', 'pa', 'ymi']
2017;kimweupiymi;['kim', 'weupi', 'ymi']
2018;feypiaymi;['fey', 'pi', 'a', 'ymi']
2019;pediaymi;['pedi', 'a', 'ymi']
2020;trawüaymi;['trawü', 'a', 'ymi']
2021;dewmayengeymi;['dewma', 'ye', 'nge', 'ymi']
2022;ayuymi;['ayu', 'ymi']
2023;yengetuaymi;['ye', 'nge', 'tu', 'a', 'ymi']
2024;ngapiymi;['ngapi', 'ymi']
2025;ilongekeymi;['ilo', 'nge', 'ke', 'ymi']
2026;duamymi;['duam', 'ymi']
2027;yengekefuymi;['ye', 'nge', 'ke', 'fu', 'ymi']
2028;ingeaymi;['i', 'nge', 'a', 'ymi']
2029;kawymi;['ka', 'w', 'ymi']
2030;trawükeymi;['trawü', 'ke', 'ymi']
2031;yeaymi;['ye', 'a', 'ymi']
2032;pemengeymi;['pe', 'me', 'nge', 'ymi']
2033;femkelleymi;['fem', 'ke', 'lle', 'ymi']
2034;miyawaymi;['miyaw', 'a', 'ymi']
2035;yetumekeymi;['ye', 'tu', 'meke', 'ymi']
2036;faliymi;['fali', 'ymi']
2037;yentukunieymi;['ye', 'n', 'tuku', 'nie', 'ymi']
2038;kimdunguymi;['kim', 'dungu', 'ymi']
2039;rupakefuymi;['rupa', 'ke', 'fu', 'ymi']
2040;rupakeymi;['rupa', 'ke', 'ymi']
2041;pewüdkiyawkeymi;['pewüd', 'kiyaw', 'ke', 'ymi']
2042;konkefuymi;['kon', 'ke', 'fu', 'ymi']
2043;dulliymi;['dulli', 'ymi']
2044;papeltuymi;['papel', 'tu', 'ymi']
2045;wiriymi;['wiri', 'ymi']
2046;tukuymi;['tuku', 'ymi']
2047;allkutukefuymi;['allkutu', 'ke', 'fu', 'ymi']
2048;yentukuniengeymi;['ye', 'n', 'tuku', 'nie', 'nge', 'ymi']
2049;puwkefuymi;['puw', 'ke', 'fu', 'ymi']
2050;nütramkapeeymi;['nütramka', 'pe', 'e', 'ymi']
2051;ngillatufuymi;['ngillatu', 'fu', 'ymi']
2052;tukunieymi;['tuku', 'nie', 'ymi']
2053;walloñmaleymi;['wallo', 'ñma', 'le', 'ymi']
2054;dungulerpuymi;['dungu', 'le', 'rpu', 'ymi']
2055;chillkatuymi;['chillkatu', 'ymi']
2056;dewmayaymi;['dewma', 'ya', 'ymi']
2057;eluymi;['elu', 'ymi']
2058;witrampurayaymi;['witra', 'm', 'pura', 'ya', 'ymi']
2059;mapuchedunguymi;['mapuche', 'dungu', 'ymi']
2060;chillkatuaymi;['chillkatu', 'a', 'ymi']
2061;amurkeymi;['amu', 'rke', 'ymi']
2062;kimpuymi;['kim', 'pu', 'ymi']
2063;müpüaymi;['müpü', 'a', 'ymi']
2064;ellapichiwentrungeymi;['ella', 'pichi', 'wentru', 'nge', 'ymi']
2065;müpükeymi;['müpü', 'ke', 'ymi']
2066;elkunukefuymi;['el', 'kunu', 'ke', 'fu', 'ymi']
2067;amatukefuymi;['amatu', 'ke', 'fu', 'ymi']
2068;purakintuniekefuymi;['pura', 'kintu', 'nie', 'ke', 'fu', 'ymi']
2069;amatukefufiymi;['amatu', 'ke', 'fu', 'fi', 'ymi']
2070;pekefuymi;['pe', 'ke', 'fu', 'ymi']
2071;chumngeymi;['chum', 'nge', 'ymi']
2072;ruparumeymi;['rupa', 'rume', 'ymi']
2073;kuntawküleymi;['kuntaw', 'küle', 'ymi']
2074;llikaymi;['llika', 'ymi']
2075;lefküleymi;['lef', 'küle', 'ymi']
2076;mülerkeymi;['müle', 'rke', 'ymi']
2077;nentungeymi;['nentu', 'nge', 'ymi']
2078;muntuñmangeymi;['muntu', 'ñma', 'nge', 'ymi']
2079;ülmenwymi;['ülmen', 'w', 'ymi']
2080;longkoleymi;['longko', 'le', 'ymi']
2081;pingerkeymi;['pi', 'nge', 'rke', 'ymi']
2082;longkoleaymi;['longko', 'le', 'a', 'ymi']
2083;ruparkeymi;['rupa', 'rke', 'ymi']
2084;langümwymi;['langüm', 'w', 'ymi']
2085;langümngerkeymi;['langüm', 'nge', 'rke', 'ymi']
2086;feypipaymi;['fey', 'pi', 'pa', 'ymi']
2087;tralkatungefuymi;['tralkatu', 'nge', 'fu', 'ymi']
2088;neyfükünumekeymi;['neyfü', 'künu', 'meke', 'ymi']
2089;wakakamañaymi;['waka', 'kamañ', 'a', 'ymi']
2090;kimelpaymi;['kimel', 'pa', 'ymi']
2091;chillkatumeaymi;['chillkatu', 'me', 'a', 'ymi']
2092;rakiduamymi;['rakiduam', 'ymi']
2093;feypiafuymi;['fey', 'pi', 'a', 'fu', 'ymi']
2094;ramtukayafuymi;['ramtu', 'ka', 'ya', 'fu', 'ymi']
2095;llikakülymi;['llika', 'kül', 'ymi']
2096;llikaleymi;['llika', 'le', 'ymi']
2097;puwymi;['puw', 'ymi']
2098;akukeymi;['aku', 'ke', 'ymi']
2099;tripakeymi;['tripa', 'ke', 'ymi']
2100;mülepuaymi;['müle', 'pu', 'a', 'ymi']
2101;wulpuymi;['wul', 'pu', 'ymi']
2102;malukangeymi;['malu', 'ka', 'nge', 'ymi']
2103;yenieafuymi;['ye', 'nie', 'a', 'fu', 'ymi']
2104;presidentengeymi;['presidente', 'nge', 'ymi']
2105;nawputuymi;['naw', 'pu', 'tu', 'ymi']
2106;malukañmangeymi;['malu', 'ka', 'ñma', 'nge', 'ymi']
2107;kimkerkeymi;['kim', 'ke', 'rke', 'ymi']
2108;yeniengeymi;['ye', 'nie', 'nge', 'ymi']
2109;wirarkerkeymi;['wira', 'rke', 'rke', 'ymi']
2110;wirarkeymi;['wira', 'rke', 'ymi']
2111;entuñmangekeymi;['entu', 'ñma', 'nge', 'ke', 'ymi']
2112;muntuñmangekeymi;['muntu', 'ñma', 'nge', 'ke', 'ymi']
2113;puraymi;['pura', 'ymi']
2114;purarumeymi;['pura', 'rume', 'ymi']
2115;adkintumekeymi;['adkintu', 'meke', 'ymi']
2116;adkintuymi;['adkintu', 'ymi']
2117;nagadkintuymi;['nag', 'adkintu', 'ymi']
2118;utrufnagrumeymi;['utruf', 'nag', 'rume', 'ymi']
2119;layafuymi;['la', 'ya', 'fu', 'ymi']
2120;trananagrumeymi;['trana', 'nag', 'rume', 'ymi']
2121;pilerpuymi;['pi', 'le', 'rpu', 'ymi']
2122;yekerkeymi;['ye', 'ke', 'rke', 'ymi']
2123;wellewelletuymi;['welle', 'welle', 'tu', 'ymi']
2124;rumeymi;['rume', 'ymi']
2125;wallowallotuymi;['wallo', 'wallo', 'tu', 'ymi']
2126;chumafuymi;['chum', 'a', 'fu', 'ymi']
2127;wallñmatuymi;['wall', 'ñma', 'tu', 'ymi']
2128;nagpuymi;['nag', 'pu', 'ymi']
2129;nawpuymi;['naw', 'pu', 'ymi']
2130;welleleymi;['welle', 'le', 'ymi']
2131;perumeymi;['pe', 'rume', 'ymi']
2132;purapuymi;['pura', 'pu', 'ymi']
2133;tukuleymi;['tuku', 'le', 'ymi']
2134;üytungeymi;['üy', 'tu', 'nge', 'ymi']
2135;mapuchekechileymi;['mapuche', 'kechi', 'le', 'ymi']
2136;yengeymi;['ye', 'nge', 'ymi']
2137;wedalkaleymi;['weda', 'l', 'ka', 'le', 'ymi']
2138;kechileymi;['kechi', 'le', 'ymi']
2139;wünenküleymi;['wüne', 'n', 'küle', 'ymi']
2140;feyngeymi;['fey', 'nge', 'ymi']
2141;fotrangeymi;['fotra', 'nge', 'ymi']
2142;munuluküleymi;['munu', 'lu', 'küle', 'ymi']
2143;utrufnagafuymi;['utruf', 'nag', 'a', 'fu', 'ymi']
2144;mülerumeaymi;['müle', 'rume', 'a', 'ymi']
2145;mülerumeymi;['müle', 'rume', 'ymi']
2146;utrufnagaymi;['utruf', 'nag', 'a', 'ymi']
2147;pepuymi;['pe', 'pu', 'ymi']
2148;anümchengeymi;['anüm', 'che', 'nge', 'ymi']
2149;indigenangeymi;['indigena', 'nge', 'ymi']
2150;akuleymi;['aku', 'le', 'ymi']
2151;inakaramtuymi;['ina', 'ka', 'ramtu', 'ymi']
2152;nütramkaymi;['nütramka', 'ymi']
2153;chumngechileymi;['chumngechi', 'le', 'ymi']
2154;dungukeymi;['dungu', 'ke', 'ymi']
2155;felerkeymi;['fele', 'rke', 'ymi']
2156;tranaleymi;['trana', 'le', 'ymi']
2157;feyentuymi;['feyentu', 'ymi']
2158;yafutuaymi;['yafutu', 'a', 'ymi']
2159;ayekaymi;['ayeka', 'ymi']
2160;anulekarkeymi;['anu', 'le', 'ka', 'rke', 'ymi']
2161;matruleymi;['matru', 'le', 'ymi']
2162;illküleymi;['illkü', 'le', 'ymi']
2163;pirumeleymi;['pi', 'rume', 'le', 'ymi']
2164;illküaymi;['illkü', 'a', 'ymi']
2165;piafufiymi;['pi', 'a', 'fu', 'fi', 'ymi']
2166;ayeymi;['aye', 'ymi']
2167;konwekülymi;['kon', 'we', 'kül', 'ymi']
2168;küdawkefuymi;['küdaw', 'ke', 'fu', 'ymi']
2169;podülpaymi;['pod', 'ül', 'pa', 'ymi']
2170;waychuftripakeymi;['waychuf', 'tripa', 'ke', 'ymi']
2171;küdawymi;['küdaw', 'ymi']
2172;amutuaymi;['amu', 'tu', 'a', 'ymi']
2173;witranpuramymi;['witra', 'n', 'pura', 'm', 'ymi']
2174;pobrengeymi;['pobre', 'nge', 'ymi']
2175;profesionalngeymi;['profesional', 'nge', 'ymi']
2176;chillkatukülymi;['chillkatu', 'kül', 'ymi']
2177;nentuymi;['nentu', 'ymi']
2178;kimwirifuymi;['kim', 'wiri', 'fu', 'ymi']
2179;wirintukuafuymi;['wiri', 'n', 'tuku', 'a', 'fu', 'ymi']
2180;adumafuymi;['adum', 'a', 'fu', 'ymi']
2181;amulekeymi;['amu', 'le', 'ke', 'ymi']
2182;kimafuymi;['kim', 'a', 'fu', 'ymi']
2183;kimmanejaymi;['kim', 'maneja', 'ymi']
2184;lladküymi;['lladkü', 'ymi']
2185;kuduymi;['kudu', 'ymi']
2186;namuntuyawkefuymi;['namun', 'tu', 'yaw', 'ke', 'fu', 'ymi']
2187;tukulkawaymi;['tuku', 'l', 'ka', 'w', 'a', 'ymi']
2188;kurintukungeymi;['kuri', 'n', 'tuku', 'nge', 'ymi']
2189;femngechileweymi;['femngechi', 'le', 'we', 'ymi']
2190;wilufküleymi;['wiluf', 'küle', 'ymi']
2191;apoletuymi;['apo', 'le', 'tu', 'ymi']
2192;inaramtuymi;['ina', 'ramtu', 'ymi']
2193;entuafuymi;['entu', 'a', 'fu', 'ymi']
2194;falymi;['fal', 'ymi']
2195;ngoyllatungeymi;['ngoylla', 'tu', 'nge', 'ymi']
2196;feypingerkeymi;['fey', 'pi', 'nge', 'rke', 'ymi']
2197;eluafueymi;['elu', 'a', 'fu', 'e', 'ymi']
2198;eluafuymi;['elu', 'a', 'fu', 'ymi']
2199;nagkeymi;['nag', 'ke', 'ymi']
2200;nentungetuaymi;['nentu', 'nge', 'tu', 'a', 'ymi']
2201;kangetuaymi;['ka', 'nge', 'tu', 'a', 'ymi']
2202;entungeymi;['entu', 'nge', 'ymi']
2203;putokokerkeymi;['putoko', 'ke', 'rke', 'ymi']
2204;angkaymi;['angk', 'a', 'ymi']
2205;afaymi;['af', 'a', 'ymi']
2206;ramtukaymi;['ramtu', 'ka', 'ymi']
2207;kurengeymi;['kure', 'nge', 'ymi']
2208;katruntukuñmangeymi;['katru', 'n', 'tuku', 'ñma', 'nge', 'ymi']
2209;fenteymi;['fente', 'ymi']
2210;chumngechifuymi;['chumngechi', 'fu', 'ymi']
2211;kureyawymi;['kure', 'yaw', 'ymi']
2212;tukulelngeymi;['tuku', 'lel', 'nge', 'ymi']
2213;konputuaymi;['kon', 'pu', 'tu', 'a', 'ymi']
2214;küpawiñoymi;['küpa', 'wiño', 'ymi']
2215;küpaküdawtuleaymi;['küpa', 'küdaw', 'tu', 'le', 'a', 'ymi']
2216;porotokechileymi;['poroto', 'kechi', 'le', 'ymi']
2217;angkümmekerkeymi;['angk', 'üm', 'meke', 'rke', 'ymi']
2218;faleymi;['fal', 'e', 'ymi']
2219;angkümkeymi;['angk', 'üm', 'ke', 'ymi']
2220;femngechileymi;['femngechi', 'le', 'ymi']
2221;ngenngepuymi;['ngen', 'nge', 'pu', 'ymi']
2222;kiñewymi;['kiñe', 'w', 'ymi']
2223;tukungekeymi;['tuku', 'nge', 'ke', 'ymi']
2224;anükeymi;['anü', 'ke', 'ymi']
2225;trafaymi;['traf', 'a', 'ymi']
2226;küpaküdawküleymi;['küpa', 'küdaw', 'küle', 'ymi']
2227;küpayenieymi;['küpa', 'ye', 'nie', 'ymi']
2228;yenieaymi;['ye', 'nie', 'a', 'ymi']
2229;layaymi;['la', 'ya', 'ymi']
2230;fantepuymi;['fante', 'pu', 'ymi']
2231;ramtueymi;['ramtu', 'e', 'ymi']
2232;küdawlepuymi;['küdaw', 'le', 'pu', 'ymi']
2233;chummekeymi;['chum', 'meke', 'ymi']
2234;dewmamekeymi;['dewma', 'meke', 'ymi']
2235;cementangeymi;['cementa', 'nge', 'ymi']
2236;anumngeaymi;['anu', 'm', 'nge', 'a', 'ymi']
2237;fuertengeymi;['fuerte', 'nge', 'ymi']
2238;arengeymi;['are', 'nge', 'ymi']
2239;mülepukeymi;['müle', 'pu', 'ke', 'ymi']
2240;dewaymi;['dew', 'a', 'ymi']
2241;pingekunuymi;['pi', 'nge', 'kunu', 'ymi']
2242;küpatuymi;['küpa', 'tu', 'ymi']
2243;küpakimiymi;['küpa', 'kim', 'i', 'ymi']
2244;dewmaymi;['dewma', 'ymi']
2245;adumymi;['adum', 'ymi']
2246;tuwymi;['tuw', 'ymi']
2247;katrungeaymi;['katru', 'nge', 'a', 'ymi']
2248;katrungeymi;['katru', 'nge', 'ymi']
2249;kakeymi;['ka', 'ke', 'ymi']
2250;yewaymi;['ye', 'w', 'a', 'ymi']
2251;ngillangeaymi;['ngilla', 'nge', 'a', 'ymi']
2252;ngutuaymi;['ngutu', 'a', 'ymi']
2253;ipaymi;['i', 'pa', 'ymi']
2254;ayiwymi;['ayi', 'w', 'ymi']
2255;kellukeymi;['kellu', 'ke', 'ymi']
2256;mapudungukeymi;['mapudungu', 'ke', 'ymi']
2257;pikunuymi;['pi', 'kunu', 'ymi']
2258;chumkunuaymi;['chum', 'kunu', 'a', 'ymi']
2259;kulpangeaymi;['kulpa', 'nge', 'a', 'ymi']
2260;kutrantukunuaymi;['kutran', 'tu', 'kunu', 'a', 'ymi']
2261;kutrantuaymi;['kutran', 'tu', 'a', 'ymi']
2262;perdeymi;['perde', 'ymi']
2263;mapungetuymi;['mapu', 'nge', 'tu', 'ymi']
2264;adumüwymi;['adum', 'üw', 'ymi']
2265;acordaniekefuymi;['acorda', 'nie', 'ke', 'fu', 'ymi']
2266;tuwkefuymi;['tuw', 'ke', 'fu', 'ymi']
2267;mapuchedungukefuymi;['mapuche', 'dungu', 'ke', 'fu', 'ymi']
2268;duamküleymi;['duam', 'küle', 'ymi']
2269;nütramkakefuymi;['nütramka', 'ke', 'fu', 'ymi']
2270;pichikeymi;['pichi', 'ke', 'ymi']
2271;kimwingkadunguafuymi;['kim', 'wingkadungu', 'a', 'fu', 'ymi']
2272;dirigentekunungeymi;['dirigente', 'kunu', 'nge', 'ymi']
2273;viajeyawymi;['viaje', 'ya', 'w', 'ymi']
2274;kimürpuymi;['kimü', 'rpu', 'ymi']
2275;interesayaymi;['interesa', 'ya', 'ymi']
2276;kümekefuymi;['küme', 'ke', 'fu', 'ymi']
2277;kimelkefuymi;['kimel', 'ke', 'fu', 'ymi']
2278;basicongeymi;['basico', 'nge', 'ymi']
2279;puwyeymi;['puw', 'ye', 'ymi']
2280;ulelngekefuymi;['ulel', 'nge', 'ke', 'fu', 'ymi']
2281;estudiaymi;['estudia', 'ymi']
2282;küdawleymi;['küdaw', 'le', 'ymi']
2283;inteligentengeymi;['inteligente', 'nge', 'ymi']
2284;ngillayaymi;['ngilla', 'ya', 'ymi']
2285;matetuaymi;['mate', 'tu', 'a', 'ymi']
2286;yafutukunuymi;['yafutu', 'kunu', 'ymi']
2287;anuleymi;['anu', 'le', 'ymi']
2288;ülkantuymi;['ülkantu', 'ymi']
2289;ülkantukefuymi;['ülkantu', 'ke', 'fu', 'ymi']
2290;ayukefuymi;['ayu', 'ke', 'fu', 'ymi']
2291;allküymi;['allkü', 'ymi']
2292;rulpangeymi;['rulpa', 'nge', 'ymi']
2293;chiwudchiwudngeymi;['chiwud', 'chiwud', 'nge', 'ymi']
2294;kantalekefuymi;['kanta', 'le', 'ke', 'fu', 'ymi']
2295;aceptaymi;['acepta', 'ymi']
2296;miyawlkeymi;['miyaw', 'l', 'ke', 'ymi']
2297;allküngeymi;['allkü', 'nge', 'ymi']
2298;miyawleymi;['miyaw', 'le', 'ymi']
2299;mülekerkefuymi;['müle', 'ke', 'rke', 'fu', 'ymi']
2300;fülküleymi;['fül', 'küle', 'ymi']
2301;konpaymi;['kon', 'pa', 'ymi']
2302;mawymi;['maw', 'ymi']
2303;mawüaymi;['mawü', 'a', 'ymi']
2304;mekeymi;['meke', 'ymi']
2305;montuaymi;['montu', 'a', 'ymi']
2306;feleaymi;['fele', 'a', 'ymi']
2307;apümngeaymi;['apü', 'm', 'nge', 'a', 'ymi']
2308;katruymi;['katru', 'ymi']
2309;allkutulekefuymi;['allkutu', 'le', 'ke', 'fu', 'ymi']
2310;pipiymi;['pi', 'pi', 'ymi']
2311;mawüymi;['mawü', 'ymi']
2312;kuruftukumawymi;['kuruf', 'tuku', 'maw', 'ymi']
2313;amulekefuymi;['amu', 'le', 'ke', 'fu', 'ymi']
2314;amukaymi;['amu', 'ka', 'ymi']
2315;acordatuymi;['acorda', 'tu', 'ymi']
2316;kintuñmangeymi;['kintu', 'ñma', 'nge', 'ymi']
2317;puraleymi;['pura', 'le', 'ymi']
2318;pipurkeymi;['pi', 'pu', 'rke', 'ymi']
2319;cerraymi;['cerra', 'ymi']
2320;pirkeymi;['pi', 'rke', 'ymi']
2321;wakeñküleymi;['wakeñ', 'küle', 'ymi']
2322;ngümaymi;['ngüma', 'ymi']
2323;fülfülküleymi;['fül', 'fül', 'küle', 'ymi']
2324;montuymi;['montu', 'ymi']
2325;visitayawülkefuymi;['visita', 'yaw', 'ül', 'ke', 'fu', 'ymi']
2326;aprendeymi;['aprende', 'ymi']
2327;awkantuymi;['awkantu', 'ymi']
2328;kudeymi;['kude', 'ymi']
2329;lupümngekefuymi;['lup', 'üm', 'nge', 'ke', 'fu', 'ymi']
2330;kurülekefuymi;['kurü', 'le', 'ke', 'fu', 'ymi']
2331;kudewymi;['kude', 'w', 'ymi']
2332;awarkudewymi;['awar', 'kude', 'w', 'ymi']
2333;pipingekerkefuymi;['pi', 'pi', 'nge', 'ke', 'rke', 'fu', 'ymi']
2334;chiwudkefuymi;['chiwud', 'ke', 'fu', 'ymi']
2335;kurüngeymi;['kurü', 'nge', 'ymi']
2336;pileymi;['pi', 'le', 'ymi']
2337;ramtungeymi;['ramtu', 'nge', 'ymi']
2338;katruñmangeymi;['katru', 'ñma', 'nge', 'ymi']
2339;kümelkaletuymi;['küme', 'l', 'ka', 'le', 'tu', 'ymi']
2340;mülepuymi;['müle', 'pu', 'ymi']
2341;ngümakonküleymi;['ngüma', 'kon', 'küle', 'ymi']
2342;kümeleymi;['küme', 'le', 'ymi']
2343;kümelkaleymi;['küme', 'l', 'ka', 'le', 'ymi']
2344;niepaymi;['nie', 'pa', 'ymi']
2345;katrupaymi;['katru', 'pa', 'ymi']
2346;katrukachupaymi;['katru', 'kachu', 'pa', 'ymi']
2347;katrukefuymi;['katru', 'ke', 'fu', 'ymi']
2348;katrungekeymi;['katru', 'nge', 'ke', 'ymi']
2349;atungeaymi;['atu', 'nge', 'a', 'ymi']
2350;konpayaymi;['kon', 'pa', 'ya', 'ymi']
2351;adngeaymi;['ad', 'nge', 'a', 'ymi']
2352;pepaymi;['pe', 'pa', 'ymi']
2353;wedapayafuymi;['weda', 'pa', 'ya', 'fu', 'ymi']
2354;ipayafuymi;['i', 'pa', 'ya', 'fu', 'ymi']
2355;utrufentumekeymi;['utrufentu', 'meke', 'ymi']
2356;motrilekeymi;['motri', 'le', 'ke', 'ymi']
2357;iyaymi;['i', 'ya', 'ymi']
2358;küdawküleymi;['küdaw', 'küle', 'ymi']
2359;munulongkoleymi;['munu', 'longko', 'le', 'ymi']
2360;takungeymi;['taku', 'nge', 'ymi']
2361;wirarküleymi;['wirar', 'küle', 'ymi']
2362;küpalleymi;['küpal', 'le', 'ymi']
2363;konpatuymi;['kon', 'pa', 'tu', 'ymi']
2364;küpalymi;['küpal', 'ymi']
2365;chumkeymi;['chum', 'ke', 'ymi']
2366;ingkakeymi;['ingka', 'ke', 'ymi']
2367;kimelwymi;['kimel', 'w', 'ymi']
2368;weshakelukiyawkeymi;['weshakelu', 'kiyaw', 'ke', 'ymi']
2369;utruftungeymi;['utruf', 'tu', 'nge', 'ymi']
2370;lufküleymi;['luf', 'küle', 'ymi']
2371;wirarymi;['wirar', 'ymi']
2372;wüneymi;['wüne', 'ymi']
2373;papeltuaymi;['papel', 'tu', 'a', 'ymi']
2374;küpakonymi;['küpa', 'kon', 'ymi']
2375;nguñelefuymi;['nguñe', 'le', 'fu', 'ymi']
2376;iymi;['i', 'ymi']
2377;newentuymi;['newen', 'tu', 'ymi']
2378;kutrankawymi;['kutrankaw', 'ymi']
2379;femngechilerkeymi;['femngechi', 'le', 'rke', 'ymi']
